gameRT,PNash0,PNash1,PNashn,WPNash,effNashF,effNashO,wwGame,effGameF,effGameO,prefFGameF,prefOGameF,predGameF,prefOutcomeO,predGameO,cnssPrefOut,cnssPredOut,prefIneqGame,domGameF,domGameO,indiffF,indiffO,cmndGameF,cmndGameO,nonGameF,nonGameO,prefOutcomeF,prefOutcomeFSpoilt,prefOutcomeOSpoilt,block,expdGameF,expdGameO,outRT,wwChoice
0.5674,0,0,0,0,0.0,0.0,0,1,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.2201,1
7.2013,0,0,0,0,0.0,0.0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,-1,0,1,0,1.2264,0
0.18819999999999992,-1,1,0,0,nan,nan,0,1,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0889,0
10.4252,0,0,0,0,2.0,0.0,1,0,0,0,1,1,1,0,0,1,-1,0,-1,0,0,0,0,0,0,1,0,-1,0,1,0,0.2742,1
-4.0281,0,1,-1,0,1.0,0.5,0,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,5.5068,1
-0.7747999999999999,0,0,0,0,1.0,0.0,0,1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4.5987,1
-0.07179999999999997,0,-1,1,0,-1.0,-0.5,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3334,1
0.20639999999999992,0,-1,1,0,-1.0,1.5,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9218,0
38.0976,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.3235,0
-0.0837,0,0,0,0,0.0,1.0,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.6917,1
0.3075999999999999,0,-1,1,0,0.0,-1.0,0,-1,1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.9464,0
-1.7689,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0.9829,1
-2.2104000000000004,0,0,0,0,1.0,0.0,1,0,0,1,1,0,0,0,1,0,-3,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,2.2255,1
3.2569,0,-1,1,0,-0.5,-1.0,0,1,-1,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,4.011,1
0.39239999999999997,1,-1,0,0,nan,nan,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0.6681,0
-12.4779,1,-1,0,0,nan,nan,0,1,-1,1,-1,0,0,1,0,0,2,0,-1,0,0,0,0,0,0,0,-1,1,1,1,0,1.2383,0
0.4161999999999999,0,1,-1,0,1.0,0.0,0,-1,1,0,0,0,0,1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,2.0776,0
0.1825000000000001,0,0,0,0,nan,nan,0,-1,1,1,1,-1,0,0,1,-1,-3,0,0,0,0,1,0,0,0,1,-1,-1,1,0,1,1.1482,0
-0.831,0,0,0,0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9601,0
0.8568999999999999,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5997,0
3.1561000000000003,1,0,-1,0,nan,nan,0,0,0,0,-1,0,0,1,1,1,-4,0,0,1,0,0,0,0,0,-1,0,1,0,0,1,4.8158,0
-1.3713,-1,1,0,0,nan,nan,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6678,0
-0.09770000000000001,0,0,0,0,nan,nan,0,1,-1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.5014,0
-1.0611000000000002,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.1692,0
-0.22919999999999996,1,0,-1,0,nan,nan,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,0,0.642,0
0.04970000000000002,1,-1,0,0,nan,nan,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.4856,0
0.9378000000000002,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.1223,0
0.5703,-1,1,0,0,nan,nan,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0.4334,1
-2.6654,-1,1,0,0,nan,nan,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0045,0
0.48960000000000004,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.1435,0
-0.3882,0,-1,1,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.586,1
2.0012999999999996,1,-1,0,0,nan,nan,0,1,-1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,-1,1,1,0,1.9923,0
-1.3469000000000002,0,0,0,0,0.0,1.0,0,-1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.3982,0
1.5298,1,-1,0,0,nan,nan,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,1,0,2.6812,0
-0.7776000000000001,1,-1,0,0,nan,nan,-1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,1.2195,1
-0.8660999999999999,0,-1,1,0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1.6793,1
-0.03289999999999993,0,0,0,0,1.0,0.0,0,1,-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0.5387,0
0.02350000000000002,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.309,1
0.6629999999999999,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0.5756,0
0.20679999999999998,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.1481,1
-0.32130000000000003,0,-1,1,0,0.5,1.0,1,1,-1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0.1815,1
-0.7665,0,0,0,0,0.0,0.5,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9131,1
3.1542,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,2.5528,0
-4.2701,0,0,0,0,0.5,-0.5,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.822,1
0.22670000000000012,0,-1,1,0,1.0,0.5,0,-1,1,1,0,0,1,1,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,1.6184,1
-0.06020000000000003,0,0,0,0,0.5,0.0,1,0,0,-1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1.5234,1
-0.1679,0,0,0,0,-0.5,0.5,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4452,1
0.06230000000000002,-1,1,0,0,nan,nan,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4153,1
-0.5463,0,0,0,0,0.0,1.0,1,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1086,1
-0.05700000000000002,1,-1,0,0,nan,nan,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0.3028,0
-11.0368,-1,1,0,0,nan,nan,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0248,1
-1.3862999999999999,0,0,0,0,nan,nan,0,1,-1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1.1324,0
-0.5113,0,0,0,0,0.0,0.0,0,1,-1,0,-1,-1,0,0,-1,-1,2,0,0,0,0,0,0,0,0,-1,0,1,1,0,1,0.4488,0
-0.4759,0,0,0,0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,-2,0,0,0,0,0,1,0,0,1,0,-1,1,1,0,0.6834,1
-0.9999000000000002,0,0,0,0,nan,nan,0,-1,1,0,1,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,2.635,0
-0.047599999999999976,1,-1,0,0,nan,nan,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7499,0
-0.13280000000000003,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7385,0
-0.2256999999999998,-1,1,0,0,nan,nan,1,-1,1,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.0783,1
-1.1578,0,0,0,0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,1.615,0
-0.2111,-1,1,0,0,nan,nan,1,1,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1799,1
-0.12779999999999997,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,0.4955,0
-5.1082,0,0,0,0,nan,nan,0,-1,1,0,-1,0,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,-1,0,1,1,0,1,11.1515,0
-1.3621,0,0,0,0,nan,nan,0,-1,1,0,1,1,1,0,1,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0.2886,0
0.026499999999999968,0,0,0,0,0.5,0.0,0,0,0,0,1,1,0,1,-1,1,2,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0.6354,0
-1.1340999999999999,0,0,0,0,1.0,0.0,0,0,0,1,1,0,0,0,1,0,-3,0,0,0,0,0,-1,0,0,1,-1,-1,0,1,0,2.7607,0
-0.0023999999999999577,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,1,0.5294,1
0.1160000000000001,0,0,0,0,0.0,-0.5,1,0,0,0,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1.0452,1
-3.0033000000000003,0,0,0,0,0.0,-0.5,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8037,1
7.512999999999999,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,9.0293,1
38.5662,0,0,0,0,0.0,0.0,0,-1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0.6809,0
16.469199999999997,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.504,1
-0.26890000000000003,0,0,0,0,0.0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.636,1
0.5936999999999997,0,0,0,0,nan,nan,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,0,1,3.4083,0
-2.2470999999999997,0,-1,1,0,-0.5,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.5332,1
0.08000000000000007,0,0,0,0,-0.5,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9573,1
0.34889999999999977,0,0,0,0,nan,nan,0,1,-1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,1.7417,0
3.2781,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5764,1
0.7666,0,0,0,0,nan,nan,0,1,-1,1,0,-1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,-1,0,1,1,0,3.695,0
-0.22609999999999997,0,-1,1,0,-1.0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7262,1
-0.32249999999999995,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2344,1
0.3972,0,0,0,0,nan,nan,0,1,-1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1.1312,0
0.7901,0,0,0,1,0.0,0.0,0,1,-1,1,0,0,1,-1,0,-1,1,-1,-1,0,0,0,0,0,0,1,-1,0,1,0,1,1.1891,0
-3.3116000000000003,0,0,0,0,nan,nan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,6.8173,0
0.8269,0,0,0,-1,0.0,0.0,0,1,-1,0,-1,1,-1,0,0,1,1,1,1,0,0,0,0,0,0,-1,0,1,1,1,0,0.7902,0
0.1572,0,0,0,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.7151,0
-1.0130000000000001,0,-1,1,0,0.5,1.0,1,-1,1,0,1,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,2.1558,1
0.2100000000000002,0,1,-1,0,-1.0,-0.5,-1,-1,1,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,1.719,1
-0.008099999999999996,0,0,0,0,nan,nan,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0.8347,0
-0.1412,0,0,0,0,nan,nan,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,2.1429,0
3.3404,0,0,0,0,nan,nan,0,0,0,0,1,1,1,0,1,1,-2,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,4.1654,0
-34.2009,0,-1,1,0,-1.0,0.5,1,-1,1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5527,1
-2.3083,0,0,0,0,nan,nan,0,0,0,1,1,0,1,1,1,1,-3,0,0,0,0,0,0,0,0,1,-1,-1,1,1,0,6.8163,0
-0.6926999999999999,0,0,0,0,0.0,0.0,0,1,-1,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,1.6599,0
-1.2957999999999998,0,0,0,0,1.0,-1.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.3672,0
0.2993000000000001,0,0,0,0,0.0,0.0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.6495,0
-0.5210999999999999,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,1,-1,1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.2226,0
0.7294000000000003,0,0,0,0,1.0,-1.0,0,1,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1.8113,0
0.09940000000000004,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7006,0
-2.2439999999999998,0,-1,1,0,0.5,-1.0,1,1,-1,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,-1,-1,0,1,0,1.2751,1
0.23419999999999996,0,0,0,0,0.0,0.0,0,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.2944,1
-2.3888000000000003,0,0,0,0,0.0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3.3227,0
-0.5821000000000001,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7351,0
2.6716,0,0,0,0,0.0,0.0,0,1,-1,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.5003,0
285.1759,0,0,0,0,1.0,0.0,0,1,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26.4231,0
0.5281,0,0,0,0,0.0,0.0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4568,1
43.2091,0,0,0,0,0.0,0.0,0,1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.9803,0
-0.3608,0,0,0,0,0.0,-1.0,0,1,-1,-1,0,0,0,0,1,0,-2,0,0,0,0,0,0,0,0,-1,1,0,1,1,0,0.8992,0
